,ItemLink,Price,Name,Image,Condition,Brand,UPC,MPN,EAN,Hardware Connectivity,Exterior Color,Type,Processor Manufacturer,Resolution,Rear Camera Resolution,Screen Size,Installed RAM,Processor,Expandability,RAM,Expansion Ports,PC Interface,Height,Internet Connectivity,Width,Carrier,Depth,Storage Capacity,Weight,Processor Speed,Special Features,Product Information,Model,Product Line,Color,Display Size,Contract,Operating System,Features,Battery Run Time,Bundle Listing,Seller Notes,Front Camera Resolution,Audio Input,Audio Output,Battery Technology,Platform,Display Tech,Wireless capabilities,Input Method,Release Date,Supported File Types,Country/Region of Manufacture,Touch Screen Technology,Processor Type,RAM Technology,Max Supported RAM,Networking Type,Interface,Category,Model Number,Manufacturer,Installed Cache Memory,Installed Video Memory,Data Link Protocol,Max. Video Resolution,Hard Drive Capacity,Cosmetic condition,No accessories,Charger and cable,Original box,Bundled Items,Bus Speed,Analog Modulation Protocol,Graphic Processor,Processor Cores,Tablet Type,Graphic Card,Capacity,Tablet Color
56,http://www.ebay.com/itm/New-Nextbook-Ares-8A-16GB-1-92GHz-QuadCore-Intel-Android-Tablet-Bluetooth-2-Cams/132325204287?hash=item1ecf32613f%3Ag%3AgmoAAOSwcndZtjTR,$50.00,New Nextbook Ares 8A 16GB 1.92GHz QuadCore Intel Android Tablet Bluetooth 2 Cams,https://i.ebayimg.com/images/g/gmoAAOSwcndZtjTR/s-l300.jpg,New other (see details),Nextbook,,,,"Bluetooth, Micro-HDMI",,Tablet,,1280 x 800,,8in.,,Quad Core,,1GB,,,,Wi-Fi,,,,16GB,,1.92GHz,,,,,,,,Android 6.0.X Marshmallow,"Built-In Front Camera, Built-In Rear Camera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,http://www.ebay.com/itm/Apple-Ipad-1st-gen-64GB-9-7/132325524022?hash=item1ecf374236%3Ag%3AE4gAAOSwLlpZrVgH,$60.00,"Apple Ipad 1st gen, 64GB 9.7 ",https://i.ebayimg.com/images/g/E4gAAOSwLlpZrVgH/s-l300.jpg,Used,Apple,,,,,,iPad,Apple,,,"9.7""",,,,,,,,,,,,64GB,,,,,,,,,,iOS,,,,Excellent condition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,http://www.ebay.com/itm/Brand-New-LG-G-Pad-X-II-10-1-4G-LTE-Wifi-UK750-OEM-Unlocked-GSM-Tablet/132325772266?epid=2002986298&hash=item1ecf3b0bea%3Ag%3AuMIAAOSwDcpZtsyn,$399.99,"Brand New LG G Pad X II 10.1"" 4G LTE Wifi UK750 OEM Unlocked GSM Tablet",https://i.ebayimg.com/images/g/uMIAAOSwDcpZtsyn/s-l300.jpg,New,LG,652810800563,UK750,,,,Tablet,,,,"10.1""",,,,,,Wi-Fi,,,,Unlocked,,,,,,,,Gpad,Black,,,Android,,,,,,,,,,,LTE,,,,,,,,,4G,,,,,,,GSM,,,,,,,,,,,,,,,
59,http://www.ebay.com/itm/Amazon-Fire-5th-Generation-8GB-Wi-Fi-7in-Black/132325911606?epid=218535760&hash=item1ecf3d2c36%3Ag%3A9voAAOSwjvJZP-%7Eb,$55.00,"Amazon Fire (5th Generation) 8GB, Wi-Fi, 7in - Black",https://i.ebayimg.com/images/g/9voAAOSwjvJZP-~b/s-l300.jpg,New,Amazon,0848719062854,53-003682,,"Micro-USB, Wi-Fi",Black,Tablet,ARM,1024 x 600,2 Channel Megapixel,7in.,1GB,Quad Core,microSD Slot,1GB,,"Micro-USB, Wi-Fi",7.5in (19.05cm),Wi-Fi,4.5in (11.43cm),Not Applicable,0.4in (1.02cm),8GB,0.69lb. (0.31kg),,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, HD","The Amazon Fire Tablet is a useful device driven by a robust 1.3 GHz processor running on the Fire OS. This tablet is equipped with 8 GB of memory storage. It also features a convenient 7-inch display that provides clear visuals. This Amazon tablet supports Wi-Fi connectivity that enables users to wirelessly access the Internet, check e-mails, or stream videos. This tablet runs on the Fire OS and is available in black.",(5th Generation),Fire,Black,7in (17.78cm),,Fire OS,,UP to 7hr.,,,,,,,,IPS,,,,,,Multi-Touch,,,,Integrated Wireless LAN,,,,,,,,,,,,,,,,,,,,,,
60,http://www.ebay.com/itm/Visual-Land-Prestige-Elite-8QI-8-Tablet-16GB-With-Keyboard-Royal-Blue/132326229617?epid=2255938224&hash=item1ecf420671%3Ag%3AB1MAAOSwx6FZt10r,$54.99,"Visual Land - Prestige Elite 8QI  8"" -Tablet 16GB With Keyboard Royal Blue",https://i.ebayimg.com/images/g/B1MAAOSwx6FZt10r/s-l300.jpg,New,Visual Land,828063817812,ME8QIDC16GBBLB,,,Royal Blue,Tablet,,1280 x 800,,"8""",,Quad Core,,,,,,,,Not Applicable,,16GB,,1.00GHz,,,,,Blue,,Not Applicable,Android 5.0.X Lollipop,,,,,,,,,,,,Keyboard,,,,,,,,,,,,,,,,,,,,,,Keyboard,,,,,,,,
61,http://www.ebay.com/itm/Visual-Land-Prestige-Elite-8QI-8-Tablet-6GB-With-Keyboard-Black/132326230124?hash=item1ecf42086c%3Ag%3AZdwAAOSwY0hZt15M,$49.00,"Visual Land - Prestige Elite 8QI  8"" -Tablet  6GB With Keyboard Black",https://i.ebayimg.com/images/g/ZdwAAOSwY0hZt15M/s-l300.jpg,New,Visual Land,828063817812,ME8QIDC16GBBLB,,,Royal Blue,Tablet,,1280 x 800,,"8""",,Quad Core,,,,,,,,Not Applicable,,16GB,,1.00GHz,,,,,Blue,,Not Applicable,Android 5.0.X Lollipop,,,,,,,,,,,,Keyboard,,,,,,,,,,,,,,,,,,,,,,Keyboard,,,,,,,,
62,http://www.ebay.com/itm/Apple-iPad-1st-Generation-16GB-Wi-Fi-3G-Unlocked-9-7in-Black-MC349LL-A/132327019998?epid=108789436&hash=item1ecf4e15de%3Ag%3ApO8AAOSwhMFZsd4d,$95.85,"Apple iPad 1st Generation 16GB, Wi-Fi + 3G (Unlocked), 9.7in - Black (MC349LL/A)",https://i.ebayimg.com/images/g/pO8AAOSwhMFZsd4d/s-l300.jpg,Used,Apple,"0885909397921, 0885909405916",MC349LL/A,,Wi-Fi,Black,Tablet,Apple,1024 x 768,,9.7in.,256MB,Single Core,Docking Station/Port Replicator,256MB,,Wi-Fi,0.5in (1.34cm),Wi-Fi + 3G,9.56in (24.28cm),Unlocked,7.47in (18.97cm),16GB,1.6lb. (0.73kg),,"Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Retina Display, Touch Screen, Web Browser","Play music, flash video, games or photos on the Apple iPad MC349LL/A tablet PC while traveling. View flicks or images in crisp and clear quality on the LED-backlit IPS display of this Apple tablet PC. Store enormous amounts of digital media files using the huge storage space in the hard drive of this Apple 3G player. Moreover, the 1 GHz Intel Core Duo processor of this Apple tablet PC handles the latest applications with ease. The option of portrait or landscape orientation, and the 170-degree viewing angle of this Apple 3G player allow you to view images as per your convenience. Enjoy super-fast data transfer speeds with the Wi-Fi and 3G connectivity in the Apple iPad MC349LL/A tablet PC.",Wi-Fi + 3G,iPad 1st Generation,,9.7in (24.64cm),,iOS,,UP to 10hr.,,,,Microphone,"Headphones, Speaker(s)",Rechargeable Lithium-Polymer,"Mac, PC",LED,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Touch-Screen,4/3/2010,"AAC, AAC-LC, AIFF, AVI, Apple Lossless, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A4,,,"Bluetooth, Integrated Wireless LAN",,,,,,,,,,,,,,,,,,,,,,
63,http://www.ebay.com/itm/Verizon-Ellipsis-QMV7B-7-Android-Tablet-WiFi-4G-Cracked-Issues-ESN-IME-17358/132328077748?hash=item1ecf5e39b4%3Ag%3AgJAAAOSwYVBZuXR4,$14.99,"Verizon Ellipsis QMV7B--7"" Android Tablet WiFi + 4G Cracked Issues ESN/IME 17358",https://i.ebayimg.com/images/g/gJAAAOSwYVBZuXR4/s-l300.jpg,For parts or not working,,884430000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Tablet is being sold for parts or repair because the power button is damaged and we can not turn on the Tablet. Sold AS IS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,http://www.ebay.com/itm/Apple-iPad-3rd-Generation-32GB-Cellular-UNLOCKED-9-7in-Black-MD367LL-A/132328164162?epid=109337983&hash=item1ecf5f8b42%3Ag%3A4RoAAOSwEIhZe%7ED1,$149.00,"Apple iPad 3rd Generation 32GB, Cellular (UNLOCKED), 9.7in - Black MD367LL/A",https://i.ebayimg.com/images/g/4RoAAOSwEIhZe~D1/s-l300.jpg,Used,Apple,0885909540907,MD367LL/A,,"Micro-USB, Wi-Fi",Black,Tablet,Apple,2048 x 1536,5 Megapixel,9.7in.,512MB,Dual Core,,512MB,,"Micro-USB, Wi-Fi",0.37in (0.94cm),Wi-Fi + Cellular,9.5in (24.12cm),AT&T,7.31in (18.57cm),32GB,1.46lb. (0.662kg),,"Built-In Front Camera, Built-In Rear Camera, GPS, HD, Retina Display, Speakerphone","Sharper, smarter, and better, the Bluetooth-enabled 3rd Generation Apple iPad is nothing short of a technological breakthrough. The Retina display of The new iPad, with 2048-by-1536 resolution (that’s four times the number of pixels in iPad 2 and a million more than an 1080P HDTV) and 44 percent greater color saturation, yields amazingly detailed and sharp images. Featuring a 5 MP iSight camera with a backside illumination sensor, this Apple iPad will delight you with its exceptionally rich photos and the ability to take 1080p HD videos. The Ultrafast 4G LTE wireless technology in the Apple iPad 3rd Generation lets you browse the web at blazing speeds. The built-in Apple A5X chip with quad-core graphics powers the 3.1 million pixels contained in the 9.7-inch display and generates an unfaltering response for all sorts of operations on this Apple iPad. Your voice will be its command - the Dictation feature in the 3rd Generation Apple iPad types as you speak, be it e-mails or status updates on social networking sites. What’s more, the AirPlay feature in The new iPad lets you wirelessly stream your favorite stuff to your speakers or an HDTV.",Wi-Fi + Cellular,iPad 3rd Generation,,9.7in (24.64cm),,iOS,,UP to 10hr.,,,0.3 Megapixel,"30-Pin dock connector, Microphone","Headphones, Speaker(s)",Rechargeable Lithium-Polymer,"Mac, PC",Retina Display,"Bluetooth 4.0, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Touch-Screen,3/15/2012,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A5X,DDR2 SDRAM,,"4G, Bluetooth",,,,,1024 KB,35MB,LTE,1280 x 720,,,,,,,,,,,,,,
65,http://www.ebay.com/itm/Amazon-Fire-HD-6-Kids-Edition-4th-Generation-16GB-Wi-Fi-6in-Pink/132328169330?hash=item1ecf5f9f72%3Ag%3AgLMAAOSwHb9ZcQEm,$99.99,"Amazon Fire HD 6 Kids Edition (4th Generation) 16GB, Wi-Fi, 6in - Pink",https://i.ebayimg.com/images/g/gLMAAOSwHb9ZcQEm/s-l300.jpg,New,Amazon,848719057188,Does Not Apply,,,,Tablet,,,,"6""",,,,,,,,Wi-Fi,,,,16GB,,,,,,fire hd,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,http://www.ebay.com/itm/Barnes-Noble-Nook-HD-16GB-Wi-Fi-9in-Slate-Tablet-BNTV600-TESTED/132328413365?epid=129139443&hash=item1ecf6358b5%3Ag%3AFfsAAOSwfRdZF2A7,$48.99,"Barnes & Noble Nook HD+ 16GB, Wi-Fi, 9in - Slate Tablet BNTV600 **TESTED**",https://i.ebayimg.com/images/g/FfsAAOSwfRdZF2A7/s-l300.jpg,Used,Barnes & Noble,0878587002430,BNTV600-16GB-CPO,,Micro-USB,Slate,Tablet,ARM,1920 x 1200,,9in.,1GB,Dual Core,"microSD, microSDHC",1GB,HDMI,Micro-USB,9.45in (24cm),Wi-Fi,6.4in (16.26cm),Not Applicable,0.45in (1.14cm),16GB,1.13lb. (0.51kg),1.5GHz,HD,"Take your favorite reading material with you when you use the Barnes & Noble NOOK HD+. This eReader weighs only 1.13 pounds so you can place it in a purse, carry-on bag, or other case while you're on the go. The 1080p screen covers most of the front side of these tablets, which contributes to an all-immersive experience when you want to watch a movie or check out the latest news headlines.The 9-inch HD screen makes for a comfortable reading experience. Barnes & Noble developed this Nook HD with a Multi-Touch display that boasts a 1920 x 1200-pixel resolution. This advanced specification means that both pictures and text are clear to the eyes as you power on the Nook tablet with the button found on the top right-hand corner. The 16GB hard drive means that you have plenty of space to store books and magazines. It is also expandable, with a microSD slot and HDMI expansion ports. Move compatible files between your Barnes & Noble tablet and any other device so that you can always have an SD card with every critical piece of data when necessary. You will also be able to use the unit's 3.5-millimeter input jack for your headphones with the BNTV600 model. Whether you use headphones or run sounds through the integrated speakers, this Nook Color has all of your audio needs covered.Multitasking with this lightweight tablet is a breeze since it is powered by the 1.5 GHz OMAP4470 dual-core processor. It uses an Android operating system so that you have access to many apps that can be kept right in the built-in storage. After the OS requirements, users have about 13GB worth of memory for almost any data, including movies, books, and audio files.Keeping several programs running on your Nook HD tablet is easy because these accessories come with 1GB of RAM. Access Google through the integrated browser, open up your book, and the Ice Cream Sandwich operating system software will still run at top speed. If you have a pile of magazines at home, upgrade to paperless types with the Nook Scrapbook feature that is standard on each unit. It allows you to save all of your favorite magazines and catalog pages so that you can view them at your leisure. Enjoy a 10-hour battery life with this electronic accessory because it comes with a lithium-ion power source within the back housing. Plug in your charger to any electrical outlet and the Nook takes only a few hours to completely fill its reserves. You can even check e-mails, surf the web, use popular apps, and much more because this slate-colored eReader supports Wi-Fi connectivity. Pull up a video on a favorite app by simply touching the sensitive screen. The content pours onto the 256 PPI display with little lag time. Shopping, reading, and playing games on your Nook HD is so easy with all of the available memory within this slate-colored unit.",HD+,Nook,Gray,9in (22.86cm),,Android,,UP to 10hr.,,Very good condition,,Line In (3.5mm),Speaker(s),Lithium ion,,LCD,,Touchpad,,"3GP, AAC, AMR, AVI, BMP, CBZ, CSV, DOC, DOCX, DRP, EML, FLAC, FOLIO, GIF, JPEG, LOG, M4A, MP3, MP4, OFIP, OGG, PDF, PNG, PPS, PPSX, PPT, PPTX, RTF, TXT, WAV, WebM, XLS, XLSX, ZIP, ePIB, ePub",,Multi-Touch,Dual Core,,,,,,,,,,,,,,,,,Case/Cover,,,,,,,,
67,http://www.ebay.com/itm/Samsung-Galaxy-Tab-E-Lite-7-8-GB-Wifi-Tablet-Black-SM-T113NYKAXAR/132328958688?epid=231883471&hash=item1ecf6baae0%3Ag%3AuRQAAOSwR0xZukDU,$104.99,"Samsung Galaxy Tab E Lite 7""; 8 GB Wifi Tablet (Black) SM-T113NYKAXAR",https://i.ebayimg.com/images/g/uRQAAOSwR0xZukDU/s-l300.jpg,New other (see details),Samsung,0887276146249,SM-T113NYKAXAR,0887276146249,Micro-USB,Black,Tablet,,1024 x 600,2 Channel Megapixel,7in.,,Quad Core,microSD,,,Micro-USB,,Wi-Fi,,Not Applicable,,8GB,0.68lb. (0.31kg),,,,SM-T113,galaxy tab,Black,7in (17.78cm),,Android,,UP to 9hr.,,"New- opened box, not in original packaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,http://www.ebay.com/itm/Apple-iPad-1st-Generation-64GB-Wi-Fi-9-7in-Black-MB294LL-A/132329012727?epid=108706884&hash=item1ecf6c7df7%3Ag%3A02MAAOSwc-tY49-k,$67.99,"Apple iPad 1st Generation 64GB, Wi-Fi, 9.7in - Black (MB294LL/A) ",https://i.ebayimg.com/images/g/02MAAOSwc-tY49-k/s-l300.jpg,Used,Apple,0885909195862,MB294LL/A,,"Micro-USB, Wi-Fi",Black,Tablet,Apple,1024 x 768,,9.7in.,1GB,Single Core,,1GB,"Dock connector port, USB","Micro-USB, Wi-Fi",0.5in (1.34cm),Wi-Fi,9.56in (24.28cm),Not Applicable,7.47in (18.97cm),64GB,1.5lb. (0.68kg),,"Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Retina Display, Touch Screen, Web Browser","The Apple iPad 1st Generation is a light tablet with a large 9.7-inch screen enabling easy viewing. Equipped with 64 GB of storage capacity, in addition to support for Wi-Fi a, b, g, and n, the Apple iPad is perfect for work on the go, as well as enjoying leisure time. The multi-touch screen is extremely accurate and responsive, enabling easy use of the on-screen keyboard and touch navigation. It includes support for Bluetooth 2.1 plus EDR to support the connection of compatible devices and peripherals, such as external keyboards. The internal lithium polymer battery will last up to 10 hours, and a 10-watt power adapter is included for easy charging.",Wi-Fi,iPad 1st Generation,,9.7in (24.64cm),,iOS,,UP to 10hr.,,The iPad is in very good condition. Please read the full description.,,Microphone,"Sound card, Speaker(s)",Rechargeable Lithium-Polymer,"Mac, PC",LED,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Touch-Screen,4/3/2010,"AAC, AAC-LC, AIFF, AVI, Apple Lossless, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A4,,,"Bluetooth, Integrated Wireless LAN",,,,,,,,,,,,,,,,,,,,,,
69,http://www.ebay.com/itm/Apple-iPad-3-64GB-Wi-Fi-4G-Verizon-9-7in-White-Bundle-Case-Screen-Protector/132329084607?epid=1903757951&hash=item1ecf6d96bf%3Ag%3AoooAAOSwPyBZup0t,$250.00,"Apple iPad 3 64GB, Wi-Fi + 4G(Verizon)9.7in-White  Bundle Case  Screen Protector",https://i.ebayimg.com/images/g/oooAAOSwPyBZup0t/s-l300.jpg,Used,Apple,,MD365LL/A,,,,Tablet,,,,9.7in (24.64 cm),,,,,,,,Wi-Fi + 4G Cellular,,Verizon,,64GB,,,,,,iPad 3rd Generation,White,,Without Contract,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,http://www.ebay.com/itm/Craig-CMP793-BUN-9-8GB-Quad-Core-Android-Tablet-FAST-FREE-SHIPPING/132329243894?epid=1862279638&hash=item1ecf7004f6%3Ag%3ACC4AAOSweD5Zusgw,$99.99,"Craig CMP793 - BUN 9"" 8GB Quad Core Android Tablet | ***FAST FREE SHIPPING***",https://i.ebayimg.com/images/g/CC4AAOSweD5Zusgw/s-l300.jpg,New,Craig Electronics,731398637935,CMP793 - BUN,0731398637935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,http://www.ebay.com/itm/Dell-XPS-10-64GB-10-1-Windows-8-RT-Black-with-Kensington-keyfolio-pro-2/132329699302?epid=129805908&hash=item1ecf76f7e6%3Ag%3A6GoAAOSw6ntZimmy,$125.00,"Dell XPS 10 64GB 10.1"" Windows 8 RT Black  with Kensington keyfolio pro 2 ",https://i.ebayimg.com/images/g/6GoAAOSw6ntZimmy/s-l300.jpg,Used,Dell,"0884116108108, 0884116108115",XPS10-3636BLK,,"Micro-USB, Wi-Fi",Black,Tablet,Qualcomm,1366 x 768,5 Megapixel,10.1in.,2 ChannelGB,Dual Core,"microSD, microSDHC",2GB,Micro USB,"Micro-USB, Wi-Fi",6.98in (17.73cm),Wi-Fi,10.8in (27.43cm),Not Applicable,0.57in (1.45cm),64GB,1.4lb. (0.63kg),1.5GHz,"Built-In Front Camera, Built-In Rear Camera","Enjoy streaming videos, watching movies and a host of other activities on-the-go with the Dell 10 Wi-Fi tablet PC. Sporting a 10.1-inch HD capacitive multi-touch display with a resolution of 1366x768 pixels, this Dell XPS tablet not only delivers remarkably clear visual output but also assists in quick navigation. Moreover, being powered by a 1.5 GHz Qualcomm Snapdragon S4 DC processor, this black Wi-Fi tablet PC facilitates high- speed data processing. Seamlessly browse through the Web; check mails and stay connected with your friends when on a hotspot as this 64 GB Dell XPS tablet supports dual-band 802.11a/b/g/n Wi-Fi and Bluetooth 4.0 connectivity. Capture memorable moments with your loved ones as the Dell 10 tablet is equipped with a 5 MP rear facing autofocus camera. Whatâ€™s more, with its 2 MP front webcam, this Dell XPS tablet enables you to engage in face-to-face video chat with your friends and colleagues.",10,XPS,Black,10.1in (25.65cm),Not Applicable,Windows 8,"Built-In Front Camera, Built-In Rear Camera, Color Screen, File Browsing, Media Player, Touch Screen, Web Browser",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,http://www.ebay.com/itm/Amazon-Fire-HD-7-4th-Generation-8GB-Wi-Fi-7in-Cobalt/132330168844?hash=item1ecf7e220c%3Ag%3AGaEAAOSw5ShZu9rX,$45.00,"Amazon Fire HD 7 (4th Generation) 8GB, Wi-Fi, 7in - Cobalt",https://i.ebayimg.com/images/g/GaEAAOSw5ShZu9rX/s-l300.jpg,Used,Amazon,,,,,,Tablet,,,,6in.,,,,,,,,Wi-Fi,,,,8GB,,,,,,fire hd,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,http://www.ebay.com/itm/Apple-iPad-Pro-12-9-inch-512GB-WiFi-June-2017-model-Space-Gray-MPKY2LL-A/132330444664?epid=238060941&hash=item1ecf825778%3Ag%3A3jUAAOSwRaRZq3QE,$860.00,Apple iPad Pro 12.9 inch 512GB WiFi June 2017 model Space Gray (MPKY2LL/A),https://i.ebayimg.com/images/g/3jUAAOSwRaRZq3QE/s-l300.jpg,New,Apple,0190198420374,MPKY2LL/A,,USB,Space Gray,Tablet,Apple,2732 x 2048,12 Megapixel,12.9in.,,,,,,USB,,Wi-Fi,,Not Applicable,,512GB,1.49lb. (0.67kg),,,"The Apple iPad Pro Tablet 2nd generation sports a 12.9-inch retina display with a resolution of 2732x2048 pixels. Powered by the A10X Fusion chip, and M10 motion coprocessor, it provides high speed and efficiency. This space gray, Wi-Fi model has a storage capacity of 512 GB, and runs on the IOS10 operating system. It features a 12 MP iSight camera, allowing you to capture sharp and detailed photographs. In addition, this tablet supports the Smart Keyboard and the Apple Pencil.",Wi-Fi,ipad pro,Gray,12.9in (32.77cm),Without Contract,iOS,,UP to 10hr.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,http://www.ebay.com/itm/Samsung-Galaxy-SM-T713NZKEXAR-Tab-S2-8-0-32GB-Black/132330526569?epid=217443209&hash=item1ecf839769%3Ag%3Ah2cAAOSwa9NZu8Hl,$279.99,"Samsung Galaxy SM-T713NZKEXAR Tab S2 8.0, 32GB, Black",https://i.ebayimg.com/images/g/h2cAAOSwa9NZu8Hl/s-l300.jpg,New other (see details),Samsung,0887276069852,SM-T810NZKEXAR,0887276069852,"Micro-USB, Wi-Fi",Black,Tablet,,2048 x 1536,8 Megapixel,9.7in.,3GB,Octa Core,microSD,3GB,USB 2.0,"Micro-USB, Wi-Fi",9.34in (23.72cm),Wi-Fi,6.65in (16.89cm),Not Applicable,0.22in (0.56cm),32GB,0.85lb. (0.38kg),,"Bluetooth, Built-In Front Camera, Built-In Rear Camera","9.7 Galaxy Tab S2 Tablet Keeps You Connected On the Go Built for ultra-fast performance, the thin and lightweight Samsung Galaxy Tab S2 goes anywhere you go. Photos, movies and documents pop on a crisp, clear Super AMOLED display. Expandable memory lets you enjoy more of your favorite content. And connecting and sharing between all your Samsung devices is easier than ever. Welcome to life with the re-imagined Samsung Galaxy Tab S2.",SM-T810N,Galaxy Tab S2,Black,9.7in (24.64cm),,Android,,,,New Opened Box,2 Channel.1 Megapixel,Microphone,"Headphones, Speaker(s)",Lithium ion,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,http://www.ebay.com/itm/InFocus-Q-Tablet-INP-120Q-10-1-Touchscreen-Windows-8-1-2GB-RAM-399-New/132330780309?hash=item1ecf877695%3Ag%3AcBMAAOSwFPRZvJ6g,$159.99,"InFocus Q Tablet INP-120Q 10.1"" Touchscreen Windows 8.1, 2GB RAM $399 New",https://i.ebayimg.com/images/g/cBMAAOSwFPRZvJ6g/s-l300.jpg,New other (see details),InFocus,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand-new in open box.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
